record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
DS-0045,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-04-30,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0046,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-07-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0047,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-10-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0048,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-01-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0049,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-04-30,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0050,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-07-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0051,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-10-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0052,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-01-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0053,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-04-30,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0054,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-07-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0055,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-10-31,16,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0056,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2031-01-31,336,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0057,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-04-30,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0058,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-07-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0059,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-10-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0060,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-01-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0061,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-04-30,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0062,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-07-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0063,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-10-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0064,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-01-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0065,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-04-30,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0066,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-07-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0067,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-10-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0068,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-01-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0069,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-04-30,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0070,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-07-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0071,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2029-10-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0072,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-01-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0073,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-04-30,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0074,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-07-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0075,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2030-10-31,24,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0076,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2031-01-31,184,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0077,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-04-30,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0078,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-07-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0079,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2026-10-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0080,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-01-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0081,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-04-30,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0082,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-07-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0083,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2027-10-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
DS-0084,data/phase4/processed/DEBT_SCHEDULE.csv,principal_schedule,2028-01-31,8.125,USD_millions,,,,,,hypothetical_principal_only_schedule,owner_reviewed_for_phase5_testing,"No cash sweep, voluntary repayment, revolver movement, or interest projection is included. The first modeled payment is 2026-04-30; actual business-day mechanics require final documents."
